date,sleep_hours,workout_minutes,social_interaction_minutes,energy_level,mood,screen_time_minutes,sleep_quality,rainfall_mm,sunshine_hours
2022-07-16 22:15:25.239581,6.08,39,85,10,happy,224,2,2.08,5.53
2022-07-15 22:15:25.239581,6.06,116,227,8,content,190,10,24.89,0.21
2022-07-14 22:15:25.239581,8.06,95,243,10,content,185,10,50.77,1.81
2022-07-13 22:15:25.239581,7.9,64,109,8,happy,119,6,69.65,1.86
2022-07-12 22:15:25.239581,8.3,95,227,9,happy,94,2,0.72,7.22
2022-07-11 22:15:25.239581,6.84,37,268,10,happy,118,5,99.13,11.57
2022-07-10 22:15:25.239581,5.86,46,110,3,sad,406,3,17.06,7.15
2022-07-09 22:15:25.239581,7.2,102,269,8,excited,162,4,60.56,3.12
2022-07-08 22:15:25.239581,5.17,59,19,1,angry,245,6,32.31,0.43
2022-07-07 22:15:25.239581,4.76,20,59,5,depressed,362,2,25.44,4.5
2022-07-06 22:15:25.239581,6.65,109,188,8,excited,159,4,52.53,11.93
2022-07-05 22:15:25.239581,7.92,32,212,10,relaxed,88,9,88.26,1.15
2022-07-04 22:15:25.239581,5.93,15,36,2,stressed,303,3,74.18,2.51
2022-07-03 22:15:25.239581,4.97,38,75,4,stressed,357,5,59.63,0.02
2022-07-02 22:15:25.239581,6.57,63,227,8,content,191,9,8.11,0.87
2022-07-01 22:15:25.239581,5.77,9,89,3,stressed,472,1,40.76,2.86
2022-06-30 22:15:25.239581,6.09,11,33,5,anxious,317,6,3.64,8.89
2022-06-29 22:15:25.239581,8.16,92,149,7,relaxed,174,7,31.86,4.29
2022-06-28 22:15:25.239581,4.07,59,108,6,sad,345,2,18.73,6.45
2022-06-27 22:15:25.239581,6.36,44,117,6,angry,306,2,88.55,8.83
2022-06-26 22:15:25.239581,5.64,6,104,3,depressed,462,2,70.3,6.55
2022-06-25 22:15:25.239581,6.88,39,54,1,bored,253,9,19.57,4.04
2022-06-24 22:15:25.239581,8.49,109,67,10,happy,199,5,88.6,3.48
2022-06-23 22:15:25.239581,8.15,37,184,10,excited,189,6,37.73,8.36
2022-06-22 22:15:25.239581,7.8,78,300,10,happy,103,3,80.54,0.9
2022-06-21 22:15:25.239581,4.18,27,65,3,anxious,461,4,16.28,10.78
2022-06-20 22:15:25.239581,5.41,44,99,2,depressed,373,3,77.52,8.19
2022-06-19 22:15:25.239581,5.02,56,32,6,stressed,244,5,62.92,4.13
2022-06-18 22:15:25.239581,5.83,6,51,3,anxious,371,2,35.36,7.32
2022-06-17 22:15:25.239581,5.65,2,82,5,anxious,420,2,19.45,1.37
2022-06-16 22:15:25.239581,6.01,65,274,7,content,115,10,43.38,1.59
2022-06-15 22:15:25.239581,6.27,33,81,2,sad,308,4,41.93,6.62
2022-06-14 22:15:25.239581,5.86,28,11,3,stressed,255,3,59.89,3.6
2022-06-13 22:15:25.239581,7.73,81,173,9,happy,201,6,11.75,4.75
2022-06-12 22:15:25.239581,5.56,5,80,5,sad,478,3,68.11,6.5
2022-06-11 22:15:25.239581,6.89,33,71,6,sad,326,2,71.93,5.77
2022-06-10 22:15:25.239581,6.27,4,110,1,angry,292,5,95.74,8.74
2022-06-09 22:15:25.239581,5.32,28,51,3,anxious,348,4,7.16,8.99
2022-06-08 22:15:25.239581,6.8,36,94,5,bored,293,7,70.4,3.91
2022-06-07 22:15:25.239581,4.94,33,67,4,stressed,420,6,94.3,3.43
2022-06-06 22:15:25.239581,7.74,86,182,10,content,237,10,1.92,0.1
2022-06-05 22:15:25.239581,5.45,57,93,1,sad,245,4,39.56,6.9
2022-06-04 22:15:25.239581,4.72,12,108,4,sad,260,6,83.14,10.85
2022-06-03 22:15:25.239581,5.73,37,30,1,angry,334,2,16.58,8.91
2022-06-02 22:15:25.239581,5.69,57,75,2,depressed,412,4,31.91,0.48
2022-06-01 22:15:25.239581,6.64,89,130,10,happy,106,1,82.66,9.63
2022-05-31 22:15:25.239581,6.28,18,111,2,depressed,303,2,30.98,8.4
2022-05-30 22:15:25.239581,8.77,113,197,10,excited,162,4,4.54,6.5
2022-05-29 22:15:25.239581,4.94,1,10,5,bored,391,8,1.81,9.12
2022-05-28 22:15:25.239581,4.6,29,8,3,depressed,442,4,88.16,1.9
2022-05-27 22:15:25.239581,5.42,48,26,2,sad,423,5,0.81,2.29
2022-05-26 22:15:25.239581,4.55,30,90,6,bored,394,8,82.53,8.42
2022-05-25 22:15:25.239581,8.07,79,252,7,excited,161,3,82.78,3.56
2022-05-24 22:15:25.239581,6.66,0,49,2,bored,320,10,90.23,0.91
2022-05-23 22:15:25.239581,6.41,57,34,5,sad,354,5,63.84,4.53
2022-05-22 22:15:25.239581,4.42,2,86,4,bored,385,7,48.12,3.91
2022-05-21 22:15:25.239581,6.58,12,46,3,bored,391,9,70.06,10.06
2022-05-20 22:15:25.239581,6.66,52,103,6,anxious,467,2,11.76,2.48
2022-05-19 22:15:25.239581,6.02,28,64,6,stressed,295,3,44.74,8.93
2022-05-18 22:15:25.239581,8.5,93,291,9,happy,237,4,15.25,8.83
2022-05-17 22:15:25.239581,7.75,109,221,7,relaxed,185,8,84.7,2.04
2022-05-16 22:15:25.239581,6.09,23,63,5,angry,469,4,11.32,9.87
2022-05-15 22:15:25.239581,7.16,33,249,8,happy,169,5,38.99,1.07
2022-05-14 22:15:25.239581,4.2,24,35,1,stressed,337,4,49.56,8.71
2022-05-13 22:15:25.239581,4.82,8,25,5,bored,416,8,42.21,1.98
2022-05-12 22:15:25.239581,6.37,67,164,7,happy,160,4,44.9,1.48
2022-05-11 22:15:25.239581,7.8,68,132,8,content,136,9,42.52,1.8
2022-05-10 22:15:25.239581,6.25,38,1,6,anxious,433,5,3.38,7.92
2022-05-09 22:15:25.239581,8.71,37,61,10,happy,178,2,18.49,4.96
2022-05-08 22:15:25.239581,7.99,97,181,8,excited,117,1,78.16,0.22
2022-05-07 22:15:25.239581,4.09,10,47,1,depressed,414,2,4.61,4.06
2022-05-06 22:15:25.239581,4.26,18,119,1,anxious,298,2,5.46,2.1
2022-05-05 22:15:25.239581,7.21,104,220,8,content,158,10,19.05,4.32
2022-05-04 22:15:25.239581,5.36,21,28,4,bored,340,10,1.73,6.72
2022-05-03 22:15:25.239581,6.35,34,21,6,bored,479,9,63.67,2.79
2022-05-02 22:15:25.239581,5.28,24,77,6,depressed,440,5,16.89,1.33
2022-05-01 22:15:25.239581,5.93,16,72,3,depressed,326,2,28.14,4.22
2022-04-30 22:15:25.239581,4.17,6,86,2,anxious,309,3,33.13,2.66
2022-04-29 22:15:25.239581,4.69,2,120,5,bored,374,9,85.35,6.63
2022-04-28 22:15:25.239581,5.86,25,77,2,angry,268,1,46.15,2.11
2022-04-27 22:15:25.239581,4.5,10,73,5,anxious,455,4,73.5,7.78
2022-04-26 22:15:25.239581,8.9,83,172,8,happy,141,5,32.69,8.52
2022-04-25 22:15:25.239581,5.5,38,62,2,anxious,367,6,63.91,4.32
2022-04-24 22:15:25.239581,6.81,36,11,6,bored,399,9,17.58,7.63
2022-04-23 22:15:25.239581,8.05,34,300,10,content,118,8,79.87,0.42
2022-04-22 22:15:25.239581,6.95,42,46,6,angry,291,1,84.93,5.62
2022-04-21 22:15:25.239581,8.38,93,75,8,content,206,8,60.2,6.39
2022-04-20 22:15:25.239581,4.07,13,77,5,depressed,472,2,19.56,7.21
2022-04-19 22:15:25.239581,7.63,49,270,7,excited,224,3,56.95,8.58
2022-04-18 22:15:25.239581,4.6,35,100,1,sad,336,1,69.03,6.02
2022-04-17 22:15:25.239581,6.62,60,38,4,anxious,296,1,69.87,11.09
2022-04-16 22:15:25.239581,8.11,87,93,7,relaxed,154,10,46.99,4.13
2022-04-15 22:15:25.239581,5.24,11,110,4,anxious,398,2,27.2,7.79
2022-04-14 22:15:25.239581,6.86,78,104,9,content,115,10,44.41,10.14
2022-04-13 22:15:25.239581,4.05,8,50,6,depressed,290,3,46.19,8.45
2022-04-12 22:15:25.239581,6.32,115,77,7,relaxed,166,7,90.17,2.85
2022-04-11 22:15:25.239581,6.59,17,69,5,stressed,273,3,13.41,1.15
2022-04-10 22:15:25.239581,5.56,1,10,2,depressed,407,4,62.13,3.0
2022-04-09 22:15:25.239581,4.68,21,32,6,anxious,301,2,5.72,6.88
2022-04-08 22:15:25.239581,5.65,43,60,4,bored,266,9,65.06,8.45
2022-04-07 22:15:25.239581,6.25,69,165,9,excited,135,1,90.1,5.22
2022-04-06 22:15:25.239581,4.11,22,93,5,bored,364,9,20.96,0.85
2022-04-05 22:15:25.239581,4.19,12,45,3,sad,374,3,25.34,8.87
2022-04-04 22:15:25.239581,6.07,56,117,6,depressed,276,1,13.71,6.74
2022-04-03 22:15:25.239581,6.73,39,85,5,bored,322,7,66.31,4.39
2022-04-02 22:15:25.239581,6.67,33,94,5,bored,254,8,19.23,3.16
2022-04-01 22:15:25.239581,8.79,31,194,10,relaxed,61,8,77.61,8.47
2022-03-31 22:15:25.239581,5.5,41,88,3,sad,272,1,16.03,0.14
2022-03-30 22:15:25.239581,5.26,37,60,2,stressed,384,2,86.64,3.78
2022-03-29 22:15:25.239581,7.41,32,297,10,happy,181,1,37.66,10.42
2022-03-28 22:15:25.239581,6.95,64,88,7,content,74,7,11.16,1.52
2022-03-27 22:15:25.239581,7.25,55,244,7,content,171,10,11.84,9.54
2022-03-26 22:15:25.239581,4.41,56,25,4,angry,244,6,94.56,3.9
2022-03-25 22:15:25.239581,7.36,74,98,7,content,120,10,17.02,11.47
2022-03-24 22:15:25.239581,7.96,108,110,10,happy,208,2,12.24,8.54
2022-03-23 22:15:25.239581,6.27,77,171,10,happy,62,4,43.16,1.78
2022-03-22 22:15:25.239581,7.45,46,86,7,content,73,8,52.92,10.78
2022-03-21 22:15:25.239581,6.63,20,32,4,bored,331,9,2.16,11.27
2022-03-20 22:15:25.239581,6.07,94,198,10,excited,187,4,94.56,4.83
2022-03-19 22:15:25.239581,6.02,46,102,5,angry,454,2,82.89,4.38
2022-03-18 22:15:25.239581,6.99,101,203,10,happy,81,4,97.72,4.71
2022-03-17 22:15:25.239581,4.28,2,61,3,anxious,309,3,41.29,0.22
2022-03-16 22:15:25.239581,7.53,69,170,7,content,128,7,79.19,4.06
2022-03-15 22:15:25.239581,6.38,7,2,4,bored,268,7,71.1,7.1
2022-03-14 22:15:25.239581,8.57,51,77,10,excited,168,5,59.97,11.12
2022-03-13 22:15:25.239581,6.18,43,116,5,bored,406,7,55.17,10.93
2022-03-12 22:15:25.239581,4.42,55,11,6,anxious,271,1,31.7,2.07
2022-03-11 22:15:25.239581,4.82,48,20,5,stressed,332,6,84.14,1.66
2022-03-10 22:15:25.239581,6.25,18,59,1,anxious,414,4,30.64,10.52
2022-03-09 22:15:25.239581,6.17,44,92,4,bored,265,7,64.43,8.8
2022-03-08 22:15:25.239581,8.52,87,123,10,relaxed,222,10,89.73,2.69
2022-03-07 22:15:25.239581,7.67,102,88,8,content,181,9,72.96,10.36
2022-03-06 22:15:25.239581,8.78,79,101,7,happy,94,2,4.96,11.73
2022-03-05 22:15:25.239581,5.18,36,37,4,bored,439,10,4.42,8.81
2022-03-04 22:15:25.239581,7.2,80,290,7,happy,183,3,9.07,4.54
2022-03-03 22:15:25.239581,6.02,49,264,8,relaxed,225,9,97.22,8.07
2022-03-02 22:15:25.239581,5.26,4,102,3,sad,318,2,99.01,6.91
2022-03-01 22:15:25.239581,7.77,37,259,7,relaxed,185,9,39.83,5.21
2022-02-28 22:15:25.239581,6.5,57,223,10,excited,229,5,20.02,9.54
2022-02-27 22:15:25.239581,6.6,57,149,8,content,82,7,10.84,0.7
2022-02-26 22:15:25.239581,4.45,26,37,5,angry,390,1,49.68,1.12
2022-02-25 22:15:25.239581,6.17,9,51,1,angry,248,5,76.49,5.05
2022-02-24 22:15:25.239581,6.62,48,229,10,happy,152,6,58.69,8.15
2022-02-23 22:15:25.239581,4.33,41,96,4,stressed,466,1,71.18,2.21
2022-02-22 22:15:25.239581,6.27,104,244,8,content,85,9,35.91,8.13
2022-02-21 22:15:25.239581,5.05,27,98,3,bored,430,7,20.53,6.32
2022-02-20 22:15:25.239581,6.88,119,133,9,content,73,8,23.12,8.35
2022-02-19 22:15:25.239581,7.48,82,175,7,happy,180,5,30.36,10.98
2022-02-18 22:15:25.239581,4.8,24,106,6,anxious,248,2,14.61,1.77
2022-02-17 22:15:25.239581,4.66,42,116,3,depressed,337,5,67.21,6.49
2022-02-16 22:15:25.239581,8.28,74,62,10,content,198,8,48.48,10.16
2022-02-15 22:15:25.239581,6.44,88,159,7,excited,130,6,61.9,9.64
2022-02-14 22:15:25.239581,6.86,11,105,4,angry,384,4,62.27,10.5
2022-02-13 22:15:25.239581,6.63,70,229,8,content,204,7,4.86,0.33
2022-02-12 22:15:25.239581,6.3,29,39,3,stressed,330,6,89.38,4.75
2022-02-11 22:15:25.239581,4.38,17,110,3,anxious,345,1,85.32,7.77
2022-02-10 22:15:25.239581,4.42,54,78,6,bored,465,8,17.08,0.55
2022-02-09 22:15:25.239581,4.32,56,93,5,sad,470,3,98.47,9.81
2022-02-08 22:15:25.239581,4.66,9,42,6,anxious,340,1,30.05,8.46
2022-02-07 22:15:25.239581,6.24,115,290,7,excited,234,6,24.33,1.35
2022-02-06 22:15:25.239581,4.14,39,60,3,sad,315,4,46.14,9.98
2022-02-05 22:15:25.239581,5.7,18,17,2,bored,404,10,92.72,8.32
2022-02-04 22:15:25.239581,6.84,37,1,2,stressed,391,2,56.97,9.09
2022-02-03 22:15:25.239581,6.69,43,41,2,bored,437,7,60.06,9.76
2022-02-02 22:15:25.239581,7.23,57,130,9,happy,141,2,16.51,7.94
2022-02-01 22:15:25.239581,5.88,58,79,2,stressed,268,2,96.55,9.97
2022-01-31 22:15:25.239581,7.21,73,139,9,relaxed,159,8,0.2,5.99
2022-01-30 22:15:25.239581,4.87,29,92,5,angry,471,1,32.72,4.13
2022-01-29 22:15:25.239581,4.14,35,36,6,bored,434,9,47.06,7.4
2022-01-28 22:15:25.239581,6.47,102,297,8,relaxed,175,7,42.57,5.61
2022-01-27 22:15:25.239581,6.3,34,23,1,stressed,454,5,63.78,10.14
2022-01-26 22:15:25.239581,7.4,55,99,7,relaxed,176,7,79.15,10.64
2022-01-25 22:15:25.239581,5.98,51,117,4,stressed,249,2,54.06,0.61
2022-01-24 22:15:25.239581,8.94,71,295,9,content,172,8,96.94,2.64
2022-01-23 22:15:25.239581,6.2,59,114,3,angry,283,1,3.8,4.45
2022-01-22 22:15:25.239581,6.59,33,298,9,relaxed,105,8,29.22,8.64
2022-01-21 22:15:25.239581,8.81,44,294,7,relaxed,95,8,39.76,8.29
2022-01-20 22:15:25.239581,5.37,27,114,4,anxious,325,6,91.83,3.53
2022-01-19 22:15:25.239581,6.37,35,164,7,content,192,8,48.88,9.58
2022-01-18 22:15:25.239581,7.0,27,41,1,angry,363,1,90.05,11.93
2022-01-17 22:15:25.239581,6.96,51,52,2,sad,294,5,8.47,5.92
2022-01-16 22:15:25.239581,6.37,59,247,10,relaxed,220,9,7.57,5.55
2022-01-15 22:15:25.239581,5.74,44,79,2,bored,322,7,11.24,3.33
2022-01-14 22:15:25.239581,5.66,29,97,3,sad,418,5,27.91,11.18
2022-01-13 22:15:25.239581,4.99,22,19,6,stressed,296,2,0.79,10.87
2022-01-12 22:15:25.239581,7.68,110,203,7,excited,125,4,79.99,5.56
2022-01-11 22:15:25.239581,6.56,2,58,2,angry,411,3,58.97,5.12
2022-01-10 22:15:25.239581,6.47,88,81,8,happy,232,1,12.18,8.36
2022-01-09 22:15:25.239581,6.15,92,299,10,content,170,7,52.51,4.34
2022-01-08 22:15:25.239581,4.29,48,4,4,depressed,251,4,53.11,8.98
2022-01-07 22:15:25.239581,6.08,39,119,5,sad,304,2,48.76,0.06
2022-01-06 22:15:25.239581,4.71,3,36,1,stressed,279,1,2.16,5.27
2022-01-05 22:15:25.239581,6.79,66,85,10,relaxed,92,7,90.28,0.52
2022-01-04 22:15:25.239581,4.69,20,17,2,stressed,353,1,36.95,7.02
2022-01-03 22:15:25.239581,6.0,37,55,6,anxious,384,3,2.23,1.25
2022-01-02 22:15:25.239581,6.28,54,98,10,happy,167,3,64.82,0.21
2022-01-01 22:15:25.239581,7.41,86,164,8,happy,231,2,97.38,0.41
2021-12-31 22:15:25.239581,6.74,2,116,6,angry,444,3,27.48,5.35
2021-12-30 22:15:25.239581,4.63,31,11,3,stressed,451,2,43.22,6.77
2021-12-29 22:15:25.239581,6.97,40,168,8,relaxed,77,7,51.18,4.74
2021-12-28 22:15:25.239581,4.61,4,67,5,angry,335,5,19.83,10.54
2021-12-27 22:15:25.239581,6.24,42,10,6,anxious,365,3,3.71,10.63
2021-12-26 22:15:25.239581,5.14,1,92,6,depressed,258,2,4.52,10.73
2021-12-25 22:15:25.239581,7.18,109,86,10,happy,153,4,85.24,4.07
2021-12-24 22:15:25.239581,7.34,113,107,9,content,239,10,82.28,4.95
2021-12-23 22:15:25.239581,4.74,0,50,6,depressed,331,4,12.53,10.84
2021-12-22 22:15:25.239581,6.35,96,135,8,happy,86,4,64.83,2.31
2021-12-21 22:15:25.239581,8.54,81,295,9,happy,162,3,76.02,6.71
2021-12-20 22:15:25.239581,7.33,58,172,10,happy,155,5,16.86,4.86
2021-12-19 22:15:25.239581,6.02,7,41,1,stressed,458,6,57.27,2.31
2021-12-18 22:15:25.239581,6.46,1,2,6,anxious,382,3,31.81,5.28
2021-12-17 22:15:25.239581,5.94,40,51,3,sad,411,1,29.45,1.16
2021-12-16 22:15:25.239581,4.75,17,76,5,anxious,399,1,68.93,7.4
2021-12-15 22:15:25.239581,8.26,71,151,9,content,181,8,62.11,2.29
2021-12-14 22:15:25.239581,6.75,31,52,6,depressed,274,2,65.95,6.52
2021-12-13 22:15:25.239581,5.29,4,79,4,anxious,269,6,70.89,6.02
2021-12-12 22:15:25.239581,6.75,83,118,9,happy,93,5,56.52,6.19
2021-12-11 22:15:25.239581,6.89,56,44,2,angry,260,3,94.19,0.15
2021-12-10 22:15:25.239581,6.13,17,58,4,bored,386,9,51.45,4.7
2021-12-09 22:15:25.239581,6.75,49,117,4,depressed,278,6,41.77,8.03
2021-12-08 22:15:25.239581,5.15,14,99,3,bored,464,8,64.71,10.47
2021-12-07 22:15:25.239581,4.69,3,112,3,stressed,427,5,26.39,2.14
2021-12-06 22:15:25.239581,6.13,11,119,1,stressed,414,6,57.79,1.42
2021-12-05 22:15:25.239581,7.95,38,182,8,excited,102,4,93.47,10.97
2021-12-04 22:15:25.239581,8.14,67,85,10,excited,72,5,82.8,10.14
2021-12-03 22:15:25.239581,4.53,18,52,4,anxious,394,3,82.71,7.73
2021-12-02 22:15:25.239581,5.94,28,97,6,bored,293,8,98.11,2.16
2021-12-01 22:15:25.239581,6.68,8,88,1,angry,252,4,72.22,10.05
2021-11-30 22:15:25.239581,5.11,38,1,3,angry,250,5,47.34,6.58
2021-11-29 22:15:25.239581,6.44,52,260,10,excited,172,6,48.57,5.41
2021-11-28 22:15:25.239581,5.4,48,21,2,sad,328,4,18.27,8.95
2021-11-27 22:15:25.239581,6.76,38,98,5,bored,269,7,91.08,2.0
2021-11-26 22:15:25.239581,6.12,21,65,4,bored,320,8,70.47,1.91
2021-11-25 22:15:25.239581,7.29,75,146,8,relaxed,162,9,26.89,2.65
2021-11-24 22:15:25.239581,6.24,63,246,7,happy,216,4,8.85,0.82
2021-11-23 22:15:25.239581,7.45,69,283,9,content,145,8,13.36,9.53
2021-11-22 22:15:25.239581,4.74,35,112,4,anxious,424,3,10.03,10.43
2021-11-21 22:15:25.239581,4.95,23,108,4,depressed,476,6,95.07,0.43
2021-11-20 22:15:25.239581,6.43,46,75,6,depressed,424,4,72.35,11.62
2021-11-19 22:15:25.239581,8.49,86,228,10,content,205,7,35.25,10.31
2021-11-18 22:15:25.239581,6.45,42,37,6,sad,311,3,58.53,1.62
2021-11-17 22:15:25.239581,4.48,19,89,5,anxious,333,3,59.34,6.49
2021-11-16 22:15:25.239581,4.45,0,104,4,bored,342,9,41.31,6.58
2021-11-15 22:15:25.239581,5.7,30,15,3,angry,264,5,5.2,8.36
2021-11-14 22:15:25.239581,6.36,15,12,6,angry,347,3,91.32,5.48
2021-11-13 22:15:25.239581,8.31,63,293,7,happy,227,5,72.21,10.19
2021-11-12 22:15:25.239581,5.56,28,22,3,depressed,398,2,79.17,2.34
2021-11-11 22:15:25.239581,8.44,51,139,7,relaxed,93,10,32.23,7.62
2021-11-10 22:15:25.239581,8.93,114,177,7,happy,147,6,27.19,0.16
2021-11-09 22:15:25.239581,7.16,117,169,8,content,119,9,31.36,0.32
2021-11-08 22:15:25.239581,6.67,88,68,10,happy,182,2,87.34,6.56
2021-11-07 22:15:25.239581,5.23,9,28,2,depressed,314,4,33.88,8.64
2021-11-06 22:15:25.239581,7.48,114,162,8,happy,211,4,99.84,3.72
2021-11-05 22:15:25.239581,6.45,88,73,10,excited,189,4,49.5,6.75
2021-11-04 22:15:25.239581,5.37,12,27,5,depressed,241,6,99.38,5.3
2021-11-03 22:15:25.239581,5.3,59,46,2,stressed,333,1,83.23,11.11
2021-11-02 22:15:25.239581,4.68,33,82,1,anxious,456,1,65.23,8.88
2021-11-01 22:15:25.239581,6.07,73,236,8,relaxed,69,9,85.29,11.17
2021-10-31 22:15:25.239581,7.8,40,231,9,content,218,10,57.22,5.27
2021-10-30 22:15:25.239581,6.57,106,285,8,happy,68,3,30.42,0.75
2021-10-29 22:15:25.239581,6.35,33,73,6,stressed,316,6,89.1,11.03
2021-10-28 22:15:25.239581,7.31,82,189,9,excited,75,6,3.3,10.15
2021-10-27 22:15:25.239581,5.47,18,101,4,bored,322,7,63.85,9.02
2021-10-26 22:15:25.239581,4.06,10,15,3,angry,370,3,37.66,2.72
2021-10-25 22:15:25.239581,5.12,19,83,2,sad,322,6,40.58,3.9
2021-10-24 22:15:25.239581,6.16,72,138,8,content,136,8,69.61,5.84
2021-10-23 22:15:25.239581,6.72,35,115,2,bored,351,8,94.43,9.67
2021-10-22 22:15:25.239581,6.85,53,90,6,anxious,284,6,9.81,10.67
2021-10-21 22:15:25.239581,6.14,98,245,10,excited,240,1,91.31,4.58
2021-10-20 22:15:25.239581,7.72,110,125,7,relaxed,155,8,45.77,3.72
2021-10-19 22:15:25.239581,7.03,65,129,9,excited,176,6,63.14,6.94
2021-10-18 22:15:25.239581,5.78,48,87,5,depressed,343,3,92.44,7.17
2021-10-17 22:15:25.239581,7.1,70,73,8,relaxed,188,8,58.99,0.18
2021-10-16 22:15:25.239581,8.4,78,211,7,happy,185,2,88.64,9.23
2021-10-15 22:15:25.239581,5.7,58,33,2,stressed,456,5,41.98,11.18
2021-10-14 22:15:25.239581,8.27,46,126,9,relaxed,163,10,1.42,0.73
2021-10-13 22:15:25.239581,4.46,15,45,5,depressed,262,3,60.28,1.51
2021-10-12 22:15:25.239581,7.47,79,124,8,relaxed,211,9,14.27,3.18
2021-10-11 22:15:25.239581,6.8,71,139,8,happy,198,1,26.4,3.27
2021-10-10 22:15:25.239581,5.77,25,56,6,depressed,472,4,47.0,5.98
2021-10-09 22:15:25.239581,8.12,59,147,10,relaxed,72,8,57.31,9.9
2021-10-08 22:15:25.239581,7.02,93,77,8,relaxed,124,9,2.36,4.24
2021-10-07 22:15:25.239581,8.21,114,158,7,happy,85,1,55.93,2.68
2021-10-06 22:15:25.239581,4.02,40,103,1,angry,320,4,25.79,11.95
2021-10-05 22:15:25.239581,4.17,1,92,3,stressed,453,5,29.11,6.0
2021-10-04 22:15:25.239581,5.77,17,65,5,stressed,311,2,9.58,9.78
2021-10-03 22:15:25.239581,5.9,18,66,5,stressed,438,6,59.04,8.18
2021-10-02 22:15:25.239581,8.79,80,80,10,content,62,7,67.37,10.56
2021-10-01 22:15:25.239581,4.06,56,6,3,anxious,385,5,14.24,1.01
2021-09-30 22:15:25.239581,5.03,44,45,6,anxious,437,5,93.17,0.33
2021-09-29 22:15:25.239581,4.02,20,68,5,sad,314,2,18.32,11.8
2021-09-28 22:15:25.239581,7.77,114,82,10,relaxed,129,8,0.78,4.98
2021-09-27 22:15:25.239581,8.42,98,214,7,content,157,7,55.97,4.95
2021-09-26 22:15:25.239581,5.71,42,22,6,stressed,432,1,25.31,1.91
2021-09-25 22:15:25.239581,4.42,22,92,4,depressed,240,6,98.31,0.63
2021-09-24 22:15:25.239581,5.03,9,14,5,angry,410,2,52.68,9.96
2021-09-23 22:15:25.239581,5.15,4,103,5,anxious,358,3,18.4,11.98
2021-09-22 22:15:25.239581,6.67,30,91,3,bored,266,8,98.28,10.18
2021-09-21 22:15:25.239581,6.69,10,7,4,bored,472,8,84.96,9.72
2021-09-20 22:15:25.239581,4.74,27,69,5,sad,403,3,81.45,1.53
2021-09-19 22:15:25.239581,6.83,49,59,4,anxious,242,2,27.0,2.97
2021-09-18 22:15:25.239581,5.74,59,42,5,bored,258,9,58.09,8.23
2021-09-17 22:15:25.239581,6.96,20,24,6,stressed,416,4,87.43,6.76
2021-09-16 22:15:25.239581,6.9,34,54,4,sad,268,4,31.83,7.18
2021-09-15 22:15:25.239581,8.09,39,226,8,content,90,8,81.06,8.98
2021-09-14 22:15:25.239581,5.23,57,21,5,sad,357,4,74.51,8.53
2021-09-13 22:15:25.239581,6.04,84,221,10,content,206,7,91.24,9.91
2021-09-12 22:15:25.239581,6.38,68,195,7,excited,66,5,59.28,5.96
2021-09-11 22:15:25.239581,4.53,53,72,5,bored,429,8,44.69,9.29
2021-09-10 22:15:25.239581,4.18,35,49,2,bored,264,10,51.75,11.42
2021-09-09 22:15:25.239581,4.92,27,59,6,sad,366,6,48.16,3.95
2021-09-08 22:15:25.239581,4.71,50,118,2,sad,271,6,68.04,4.49
2021-09-07 22:15:25.239581,5.44,39,30,4,stressed,453,6,91.31,5.49
2021-09-06 22:15:25.239581,4.72,3,84,5,angry,422,4,39.71,2.72
2021-09-05 22:15:25.239581,5.0,34,46,1,angry,453,2,1.84,2.52
2021-09-04 22:15:25.239581,8.13,87,236,8,excited,75,5,80.62,2.92
2021-09-03 22:15:25.239581,6.86,53,47,5,anxious,328,4,34.63,6.29
2021-09-02 22:15:25.239581,6.93,14,6,4,angry,278,5,35.34,1.54
2021-09-01 22:15:25.239581,8.47,33,284,9,content,205,8,46.9,6.89
2021-08-31 22:15:25.239581,8.21,117,215,9,excited,62,1,58.74,8.87
2021-08-30 22:15:25.239581,6.55,39,181,7,excited,212,2,51.24,2.99
2021-08-29 22:15:25.239581,7.73,74,199,9,happy,76,6,43.32,6.72
2021-08-28 22:15:25.239581,7.65,93,253,9,excited,70,4,9.08,5.24
2021-08-27 22:15:25.239581,7.27,116,223,7,relaxed,76,9,36.72,2.64
2021-08-26 22:15:25.239581,4.55,58,65,3,sad,436,2,3.8,8.41
2021-08-25 22:15:25.239581,4.4,0,34,1,bored,314,9,3.05,9.94
2021-08-24 22:15:25.239581,5.08,22,96,3,angry,254,3,25.05,4.88
2021-08-23 22:15:25.239581,5.73,50,81,4,depressed,440,1,96.1,1.49
2021-08-22 22:15:25.239581,6.67,21,110,3,sad,431,3,68.3,1.76
2021-08-21 22:15:25.239581,5.24,56,87,1,bored,460,7,5.94,3.09
2021-08-20 22:15:25.239581,6.27,35,72,3,depressed,327,4,85.44,10.68
2021-08-19 22:15:25.239581,7.35,39,77,8,relaxed,65,8,87.08,6.84
2021-08-18 22:15:25.239581,4.21,11,42,3,depressed,388,4,79.6,4.3
2021-08-17 22:15:25.239581,4.0,34,23,4,bored,470,10,89.47,6.21
2021-08-16 22:15:25.239581,4.15,55,91,2,depressed,362,4,6.41,6.79
2021-08-15 22:15:25.239581,4.34,13,95,6,bored,327,7,32.03,11.97
